receiptNumber,totalAmount,paymentMethod,status,createdAt,customerId,cashierId,items.0.productId,items.0.batchNumber,items.0.quantity,items.0.price,items.0.costPrice,items.1.productId,items.1.batchNumber,items.1.quantity,items.1.price,items.1.costPrice,items.2.productId,items.2.batchNumber,items.2.quantity,items.2.price,items.2.costPrice,items.3.productId,items.3.batchNumber,items.3.quantity,items.3.price,items.3.costPrice,items.4.productId,items.4.batchNumber,items.4.quantity,items.4.price,items.4.costPrice
REC-20251212-10675,3759.76,Card,completed,2025-12-12T12:30:48.396Z,,PLACEHOLDER_CASHIER_ID,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,971ee2fe9dde8e7b4668ebf1,B20269590,1,252.1,201.68,1d7efaf59a4d4d5ec33baeac,B20269891,2,432.21,345.77,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,,,,,
REC-20251212-10676,195.94,Card,completed,2025-12-12T03:32:13.396Z,69f6f37778e1596ba7c95e27,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,,,,,,,,,,,,,,,,,,,,
REC-20251212-10677,2934.25,Cash,completed,2025-12-12T09:55:27.396Z,69f6f37778e1596ba7c95e27,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,,,,,,,,,,,,,,,
REC-20251212-10678,1803.45,Online,completed,2025-12-12T14:02:53.396Z,69f6f37778e1596ba7c95e21,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,9597f195fe9470313e8f380c,B20267181,2,99.55,79.64,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,,,,,
REC-20251212-10679,5250.78,Cash,completed,2025-12-12T07:51:52.396Z,69f6f37778e1596ba7c95e2c,PLACEHOLDER_CASHIER_ID,3fdbbe053491e0287ba3453d,B20267019,1,548.65,438.92,a5aea1d2fcc913298e5c52c9,B20268734,2,381.49,305.19,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98
REC-20251212-10680,460.66,Card,completed,2025-12-12T09:42:10.396Z,69f6f37778e1596ba7c95e0e,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53,,,,,,,,,,,,,,,,,,,,
REC-20251212-10681,2135.97,Cash,completed,2025-12-12T05:31:15.396Z,69f6f37778e1596ba7c95e0c,PLACEHOLDER_CASHIER_ID,efa172e8efce41614eff5f1c,B20267119,3,318.36,254.69,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,,,,,,,,,,,,,,,
REC-20251212-10682,2414.11,Cash,completed,2025-12-12T07:28:57.396Z,69f6f37778e1596ba7c95e06,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,7c073bfaf5706bbb95e4d430,B20264661,1,207.47,165.98,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17
REC-20251212-10683,1327.12,Online,completed,2025-12-12T04:21:57.396Z,69f6f37778e1596ba7c95e00,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,085e5274131972e08df79438,B20266214,2,215.43,172.34,0d9039ea6418a628e362dba3,B20263577,1,539.98,431.98,,,,,,,,,,
REC-20251212-10684,1174.67,Card,completed,2025-12-12T14:19:21.396Z,,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,,,,,,,,,,,,,,,
REC-20251212-10685,1027.26,Card,completed,2025-12-12T09:31:27.396Z,,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,,,,,
REC-20251212-10686,867.46,Card,completed,2025-12-12T04:58:32.396Z,69f6f37778e1596ba7c95e25,PLACEHOLDER_CASHIER_ID,e76120026776a5ce43c666b8,B20267762,2,314.97,251.98,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,,,,,,,,,,,,,,,
REC-20251212-10687,1720.62,Card,completed,2025-12-12T10:45:04.396Z,69f6f37778e1596ba7c95e24,PLACEHOLDER_CASHIER_ID,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,40195178dfb430c5b44a7e6a,B20265805,3,377.6,302.08,,,,,,,,,,,,,,,
REC-20251212-10688,2792.73,Cash,completed,2025-12-12T14:10:44.396Z,69f6f37778e1596ba7c95e2b,PLACEHOLDER_CASHIER_ID,efa172e8efce41614eff5f1c,B20267119,3,318.36,254.69,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,,,,,,,,,,
REC-20251213-10689,2530.48,Card,completed,2025-12-13T07:45:13.396Z,69f6f37778e1596ba7c95e12,PLACEHOLDER_CASHIER_ID,78ca2a629b67bf68c56178a5,B20261111,3,161.29,129.03,9597f195fe9470313e8f380c,B20267181,2,99.55,79.64,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,,,,,
REC-20251213-10690,2562.08,Cash,completed,2025-12-13T10:07:27.396Z,69f6f37778e1596ba7c95e14,PLACEHOLDER_CASHIER_ID,40195178dfb430c5b44a7e6a,B20265805,3,377.6,302.08,0f4b531cbab441350914884a,B20261742,1,341.13,272.9,199c0805ce11886585b4af5a,B20262768,2,184.63,147.7,3add7aa6255c2eab4709b169,B20264879,1,258.23,206.58,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53
REC-20251213-10691,891.02,Card,completed,2025-12-13T14:01:51.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,,,,,,,,,,,,,,,,,,,,
REC-20251213-10692,2572.85,Card,completed,2025-12-13T14:19:31.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,aaca8fc703b594654250c947,B20263854,3,548.42,438.74,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,9597f195fe9470313e8f380c,B20267181,1,99.55,79.64
REC-20251213-10693,1077.28,Cash,completed,2025-12-13T12:22:35.396Z,69f6f37778e1596ba7c95e02,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,,,,,,,,,,,,,,,
REC-20251213-10694,2148.90,Cash,completed,2025-12-13T03:12:59.396Z,69f6f37778e1596ba7c95e17,PLACEHOLDER_CASHIER_ID,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,,,,,,,,,,,,,,,
REC-20251213-10695,3171.49,Card,completed,2025-12-13T02:37:15.396Z,69f6f37778e1596ba7c95e10,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,199c0805ce11886585b4af5a,B20262768,1,184.63,147.7,9597f195fe9470313e8f380c,B20267181,3,99.55,79.64,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53
REC-20251213-10696,2363.86,Card,completed,2025-12-13T10:33:16.396Z,69f6f37778e1596ba7c95e19,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,971ee2fe9dde8e7b4668ebf1,B20269590,1,252.1,201.68,,,,,
REC-20251213-10697,2765.96,Cash,completed,2025-12-13T04:55:10.396Z,,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,23fff3753ae81ad1a904efa6,B20266129,1,216.64,173.31,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,f322a3a4c783019c5537b1ee,B20269549,1,146.46,117.17
REC-20251213-10698,622.41,Card,completed,2025-12-13T05:59:35.396Z,69f6f37778e1596ba7c95e0b,PLACEHOLDER_CASHIER_ID,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98,,,,,,,,,,,,,,,,,,,,
REC-20251213-10699,762.98,Card,completed,2025-12-13T11:34:08.396Z,69f6f37778e1596ba7c95e09,PLACEHOLDER_CASHIER_ID,a5aea1d2fcc913298e5c52c9,B20268734,2,381.49,305.19,,,,,,,,,,,,,,,,,,,,
REC-20251213-10700,1852.17,Card,completed,2025-12-13T03:04:44.396Z,69f6f37778e1596ba7c95e15,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,046b2a17349c4ed0e71ab47e,B20265976,2,47.96,38.37,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,efa172e8efce41614eff5f1c,B20267119,1,318.36,254.69
REC-20251213-10701,2199.93,Cash,completed,2025-12-13T10:49:14.396Z,,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,,,,,,,,,,,,,,,
REC-20251213-10702,3035.87,Cash,completed,2025-12-13T13:09:19.396Z,69f6f37778e1596ba7c95dff,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,82b588bca468babb2768aeab,B20264605,3,481.81,385.45,82b588bca468babb2768aeab,B20264605,3,481.81,385.45,,,,,,,,,,
REC-20251213-10703,1336.53,Online,completed,2025-12-13T14:31:31.396Z,,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,,,,,,,,,,,,,,,,,,,,
REC-20251213-10704,2772.41,Online,completed,2025-12-13T03:29:43.396Z,,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,7c073bfaf5706bbb95e4d430,B20264661,1,207.47,165.98,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,b0d1cd9d707b5af19cb60063,B20265386,2,445.51,356.41,,,,,
REC-20251213-10705,47.96,Cash,completed,2025-12-13T04:10:15.396Z,,PLACEHOLDER_CASHIER_ID,046b2a17349c4ed0e71ab47e,B20265976,1,47.96,38.37,,,,,,,,,,,,,,,,,,,,
REC-20251213-10706,1711.35,Online,completed,2025-12-13T07:13:00.396Z,,PLACEHOLDER_CASHIER_ID,c67eef88155269b4b864dbfb,B20264182,1,137.47,109.98,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,,,,,,,,,,
REC-20251213-10707,2678.49,Online,completed,2025-12-13T07:04:59.396Z,69f6f37778e1596ba7c95e12,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53,e90be466abd644a1c4b92fac,B20262972,2,228.64,182.91,,,,,,,,,,
REC-20251213-10708,3920.82,Card,completed,2025-12-13T08:39:46.396Z,,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,3,460.66,368.53,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,334c54051d6a41ef62d99177,B20266462,3,501.4,401.12,971ee2fe9dde8e7b4668ebf1,B20269590,2,252.1,201.68
REC-20251213-10709,2478.70,Cash,completed,2025-12-13T07:15:36.396Z,69f6f37778e1596ba7c95e0f,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,9597f195fe9470313e8f380c,B20267181,2,99.55,79.64,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,40195178dfb430c5b44a7e6a,B20265805,1,377.6,302.08
REC-20251213-10710,2095.88,Card,completed,2025-12-13T11:36:03.396Z,69f6f37778e1596ba7c95e24,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,3add7aa6255c2eab4709b169,B20264879,1,258.23,206.58,,,,,,,,,,,,,,,
REC-20251213-10711,347.24,Cash,completed,2025-12-13T14:38:21.396Z,,PLACEHOLDER_CASHIER_ID,046b2a17349c4ed0e71ab47e,B20265976,1,47.96,38.37,b2dbc54852934d0377fe3034,B20266428,2,149.64,119.71,,,,,,,,,,,,,,,
REC-20251213-10712,3858.41,Online,completed,2025-12-13T06:53:23.396Z,,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,,,,,
REC-20251213-10713,3929.29,Card,completed,2025-12-13T03:31:01.396Z,69f6f37778e1596ba7c95e07,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,1,612.55,490.04,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,,,,,,,,,,
REC-20251213-10714,3676.26,Online,completed,2025-12-13T07:37:43.396Z,69f6f37778e1596ba7c95e09,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,b0d1cd9d707b5af19cb60063,B20265386,3,445.51,356.41,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,,,,,
REC-20251213-10715,2837.82,Online,completed,2025-12-13T13:19:37.396Z,69f6f37778e1596ba7c95e1a,PLACEHOLDER_CASHIER_ID,199c0805ce11886585b4af5a,B20262768,1,184.63,147.7,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,3fdbbe053491e0287ba3453d,B20267019,3,548.65,438.92,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,c67eef88155269b4b864dbfb,B20264182,2,137.47,109.98
REC-20251213-10716,1613.08,Online,completed,2025-12-13T06:28:33.396Z,69f6f37778e1596ba7c95e11,PLACEHOLDER_CASHIER_ID,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,,,,,,,,,,,,,,,
REC-20251213-10717,3933.49,Card,completed,2025-12-13T09:34:18.396Z,69f6f37778e1596ba7c95e02,PLACEHOLDER_CASHIER_ID,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,0b1774a50351c54532cd7117,B20268107,1,618.66,494.93,3172d058628bf662d0641c2e,B20266879,2,393.63,314.9
REC-20251213-10718,4158.77,Cash,completed,2025-12-13T14:55:09.396Z,69f6f37778e1596ba7c95e2b,PLACEHOLDER_CASHIER_ID,023e50a6b50d4c28a8a019d1,B20267819,2,575.35,460.28,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,085e5274131972e08df79438,B20266214,3,215.43,172.34,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,,,,,
REC-20251213-10719,2570.33,Cash,completed,2025-12-13T13:39:37.396Z,69f6f37778e1596ba7c95e26,PLACEHOLDER_CASHIER_ID,1d7efaf59a4d4d5ec33baeac,B20269891,1,432.21,345.77,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,78ca2a629b67bf68c56178a5,B20261111,2,161.29,129.03,e76120026776a5ce43c666b8,B20267762,3,314.97,251.98,40195178dfb430c5b44a7e6a,B20265805,1,377.6,302.08
REC-20251213-10720,2514.97,Online,completed,2025-12-13T05:27:04.396Z,69f6f37778e1596ba7c95e0c,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,a5aea1d2fcc913298e5c52c9,B20268734,2,381.49,305.19,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,23fff3753ae81ad1a904efa6,B20266129,2,216.64,173.31,,,,,
REC-20251213-10721,3094.64,Cash,completed,2025-12-13T05:43:38.396Z,69f6f37778e1596ba7c95e25,PLACEHOLDER_CASHIER_ID,40195178dfb430c5b44a7e6a,B20265805,1,377.6,302.08,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,dfdd772e3807e40a2a79cf0f,B20269881,2,195.94,156.75,1e09581578adf6bdeb94eb77,B20267303,3,383.82,307.06,,,,,
REC-20251213-10722,2911.04,Online,completed,2025-12-13T02:38:30.396Z,,PLACEHOLDER_CASHIER_ID,c3b86cd2b2a17e592eaf725d,B20261491,2,585.88,468.7,1e09581578adf6bdeb94eb77,B20267303,3,383.82,307.06,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,,,,,,,,,,
REC-20251213-10723,2650.51,Card,completed,2025-12-13T05:06:48.396Z,,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,e90be466abd644a1c4b92fac,B20262972,2,228.64,182.91,a5aea1d2fcc913298e5c52c9,B20268734,1,381.49,305.19
REC-20251213-10724,4980.78,Card,completed,2025-12-13T09:50:26.396Z,,PLACEHOLDER_CASHIER_ID,446e6b817445b26abca1a1b6,B20266835,3,366.42,293.14,7c073bfaf5706bbb95e4d430,B20264661,3,207.47,165.98,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53
REC-20251213-10725,3447.71,Cash,completed,2025-12-13T02:31:23.396Z,,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,1,460.66,368.53,b1231e732af7ca155691bbb3,B20269855,1,145.01,116.01,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,8c56c3c61a39685b9ef06c10,B20267935,2,493.03,394.42,,,,,
REC-20251213-10726,396.08,Online,completed,2025-12-13T11:03:29.396Z,69f6f37778e1596ba7c95e05,PLACEHOLDER_CASHIER_ID,b5decbaca4947386a855bb24,B20267049,2,198.04,158.43,,,,,,,,,,,,,,,,,,,,
REC-20251213-10727,1908.06,Cash,completed,2025-12-13T03:28:53.396Z,69f6f37778e1596ba7c95e04,PLACEHOLDER_CASHIER_ID,9597f195fe9470313e8f380c,B20267181,1,99.55,79.64,046b2a17349c4ed0e71ab47e,B20265976,1,47.96,38.37,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,,,,,,,,,,
REC-20251213-10728,4474.21,Cash,completed,2025-12-13T06:19:06.396Z,,PLACEHOLDER_CASHIER_ID,a5aea1d2fcc913298e5c52c9,B20268734,3,381.49,305.19,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,046b2a17349c4ed0e71ab47e,B20265976,1,47.96,38.37,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,971ee2fe9dde8e7b4668ebf1,B20269590,1,252.1,201.68
REC-20251213-10729,3500.35,Online,completed,2025-12-13T06:15:44.396Z,69f6f37778e1596ba7c95e2e,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,82b588bca468babb2768aeab,B20264605,1,481.81,385.45,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,,,,,,,,,,
REC-20251213-10730,4894.25,Online,completed,2025-12-13T04:32:11.396Z,,PLACEHOLDER_CASHIER_ID,a5aea1d2fcc913298e5c52c9,B20268734,1,381.49,305.19,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,a42b0bf5a343277b1818fc29,B20269522,3,435.42,348.34,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,971ee2fe9dde8e7b4668ebf1,B20269590,3,252.1,201.68
REC-20251213-10731,4105.01,Cash,completed,2025-12-13T10:50:23.396Z,69f6f37778e1596ba7c95e0b,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,2,460.66,368.53,6cc291406970c9cec14f1c23,B20262705,3,460.66,368.53,82b588bca468babb2768aeab,B20264605,3,481.81,385.45,350054cac45e5ae7b69aec04,B20264799,3,118.76,95.01,,,,,
REC-20251213-10732,3633.27,Online,completed,2025-12-13T05:02:41.396Z,69f6f37778e1596ba7c95e18,PLACEHOLDER_CASHIER_ID,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,,,,,,,,,,
REC-20251213-10733,3556.21,Card,completed,2025-12-13T04:57:00.396Z,,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,ee0beab30c8bb73e1a629812,B20268641,2,621.38,497.1,6cc291406970c9cec14f1c23,B20262705,3,460.66,368.53,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41
REC-20251213-10734,1046.22,Online,completed,2025-12-13T15:25:45.396Z,,PLACEHOLDER_CASHIER_ID,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,3bdb46aea63e0ab2cb8ac91d,B20265200,3,251.1,200.88,,,,,,,,,,,,,,,
REC-20251213-10735,3037.82,Online,completed,2025-12-13T08:16:29.396Z,69f6f37778e1596ba7c95e11,PLACEHOLDER_CASHIER_ID,b1231e732af7ca155691bbb3,B20269855,2,145.01,116.01,046b2a17349c4ed0e71ab47e,B20265976,2,47.96,38.37,aa1dc71dc32c959e4001e9cf,B20268895,3,500.14,400.11,1e09581578adf6bdeb94eb77,B20267303,3,383.82,307.06,,,,,
REC-20251213-10736,4313.76,Cash,completed,2025-12-13T07:47:59.396Z,69f6f37778e1596ba7c95e30,PLACEHOLDER_CASHIER_ID,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,bc5d8acde08251c8952b5bee,B20267418,3,612.55,490.04,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,ce391e69d2542d345996de91,B20261947,2,586.85,469.48,3add7aa6255c2eab4709b169,B20264879,2,258.23,206.58
REC-20251213-10737,439.38,Online,completed,2025-12-13T04:22:15.396Z,69f6f37778e1596ba7c95e1e,PLACEHOLDER_CASHIER_ID,f322a3a4c783019c5537b1ee,B20269549,3,146.46,117.17,,,,,,,,,,,,,,,,,,,,
REC-20251213-10738,2237.47,Online,completed,2025-12-13T02:38:21.396Z,69f6f37778e1596ba7c95e16,PLACEHOLDER_CASHIER_ID,0b1774a50351c54532cd7117,B20268107,3,618.66,494.93,a5aea1d2fcc913298e5c52c9,B20268734,1,381.49,305.19,,,,,,,,,,,,,,,
REC-20251213-10739,1225.10,Online,completed,2025-12-13T10:25:59.396Z,,PLACEHOLDER_CASHIER_ID,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,,,,,,,,,,,,,,,,,,,,
REC-20251213-10740,2471.48,Card,completed,2025-12-13T10:20:44.396Z,69f6f37778e1596ba7c95e2e,PLACEHOLDER_CASHIER_ID,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,3add7aa6255c2eab4709b169,B20264879,1,258.23,206.58,ce391e69d2542d345996de91,B20261947,1,586.85,469.48,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,,,,,
REC-20251213-10741,1998.47,Card,completed,2025-12-13T03:46:59.396Z,69f6f37778e1596ba7c95e12,PLACEHOLDER_CASHIER_ID,efeda5ca57ac1a5cf13ae40e,B20261477,3,429.6,343.68,23fff3753ae81ad1a904efa6,B20266129,1,216.64,173.31,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42,,,,,,,,,,
REC-20251213-10742,2579.29,Card,completed,2025-12-13T12:18:49.396Z,,PLACEHOLDER_CASHIER_ID,046b2a17349c4ed0e71ab47e,B20265976,1,47.96,38.37,085e5274131972e08df79438,B20266214,2,215.43,172.34,8c56c3c61a39685b9ef06c10,B20267935,3,493.03,394.42,ee0beab30c8bb73e1a629812,B20268641,1,621.38,497.1,,,,,
REC-20251213-10743,1886.18,Cash,completed,2025-12-13T15:27:45.396Z,69f6f37778e1596ba7c95e30,PLACEHOLDER_CASHIER_ID,6cc291406970c9cec14f1c23,B20262705,3,460.66,368.53,971ee2fe9dde8e7b4668ebf1,B20269590,2,252.1,201.68,,,,,,,,,,,,,,,
REC-20251213-10744,1418.41,Online,completed,2025-12-13T12:49:00.396Z,69f6f37778e1596ba7c95e0e,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,3,393.63,314.9,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,,,,,,,,,,,,,,,
REC-20251213-10745,1245.85,Card,completed,2025-12-13T03:29:01.396Z,69f6f37778e1596ba7c95e26,PLACEHOLDER_CASHIER_ID,3172d058628bf662d0641c2e,B20266879,1,393.63,314.9,046b2a17349c4ed0e71ab47e,B20265976,2,47.96,38.37,971ee2fe9dde8e7b4668ebf1,B20269590,3,252.1,201.68,,,,,,,,,,
REC-20251213-10746,2312.52,Card,completed,2025-12-13T06:35:09.396Z,69f6f37778e1596ba7c95e0c,PLACEHOLDER_CASHIER_ID,350054cac45e5ae7b69aec04,B20264799,2,118.76,95.01,b0d1cd9d707b5af19cb60063,B20265386,1,445.51,356.41,a5aea1d2fcc913298e5c52c9,B20268734,1,381.49,305.19,f322a3a4c783019c5537b1ee,B20269549,2,146.46,117.17,efa172e8efce41614eff5f1c,B20267119,3,318.36,254.69
REC-20251213-10747,839.92,Card,completed,2025-12-13T09:32:22.396Z,69f6f37778e1596ba7c95e01,PLACEHOLDER_CASHIER_ID,971ee2fe9dde8e7b4668ebf1,B20269590,1,252.1,201.68,dfdd772e3807e40a2a79cf0f,B20269881,3,195.94,156.75,,,,,,,,,,,,,,,
REC-20251213-10748,2582.57,Card,completed,2025-12-13T07:35:53.396Z,69f6f37778e1596ba7c95e07,PLACEHOLDER_CASHIER_ID,78ca2a629b67bf68c56178a5,B20261111,3,161.29,129.03,199c0805ce11886585b4af5a,B20262768,1,184.63,147.7,dfdd772e3807e40a2a79cf0f,B20269881,1,195.94,156.75,bc5d8acde08251c8952b5bee,B20267418,2,612.55,490.04,8c56c3c61a39685b9ef06c10,B20267935,1,493.03,394.42
REC-20251214-10749,2244.42,Card,completed,2025-12-14T13:14:07.396Z,69f6f37778e1596ba7c95e0f,PLACEHOLDER_CASHIER_ID,78ca2a629b67bf68c56178a5,B20261111,1,161.29,129.03,ce391e69d2542d345996de91,B20261947,3,586.85,469.48,78ca2a629b67bf68c56178a5,B20261111,2,161.29,129.03,,,,,,,,,,
